source_client_id,valid_fraction,nonzero_fraction,missing_hour_count,longest_missing_run_hours,active_day_count,mean_load,median_load,standard_deviation,coefficient_of_variation,p05,p25,p75,p95,p99,maximum,load_factor_mean_over_p95,peak_to_mean_ratio,p99_to_median_ratio,weekday_mean,weekend_mean,weekday_to_weekend_ratio,daytime_mean,nighttime_mean,daytime_to_nighttime_ratio,overnight_baseload_ratio,morning_mean,afternoon_mean,evening_mean,two_shift_score,business_hour_concentration,weekend_reduction_fraction,hourly_ramp_p95,daily_peak_hour_mode,daily_peak_hour_entropy,lag_24_autocorrelation,lag_168_autocorrelation,eligible,exclusion_reason
MT_001,1.0,0.9996575342465753,0,0,365,6.324027072758039,2.5380710659898473,6.592785391944705,1.0424979710071758,0.63451776649746,1.5862944162436525,14.276649746192925,17.13197969543145,22.208121827411176,32.994923857868024,0.36913580246913635,5.217391304347825,8.750000000000005,6.600949912804457,5.629057253026162,1.172656382071049,6.740317085042769,6.0083617272790475,1.1218227848101276,0.3507102993404367,6.9140706487726895,6.214942169065669,6.2339197552325984,0.3831726703872829,0.4440944701516472,0.14723527259205937,6.9796954314720985,9,2.5313237800675243,0.7867976727246883,0.5531563070855323,True,
MT_002,1.0,1.0,0,0,365,29.53531667933254,29.338549075391175,6.354361326741079,0.2151445131173274,21.3371266002845,24.715504978662874,33.25035561877668,41.07396870554762,43.74110953058322,56.1877667140825,0.719076281405049,1.9023925602057323,1.4909090909090914,29.307154250439183,30.107916621074512,0.9734035941206631,31.637112960112237,24.70192570003312,1.2807549234944797,0.6014009962640102,32.2096429522529,30.450872646258368,33.817275278162086,0.7627764929134797,0.44631755749113117,-0.027323102195202953,6.934566145092456,20,1.8697741503418885,0.82457320896173,0.8052762488813194,True,
MT_003,1.0,0.9973744292237443,0,0,365,2.2001416278876045,1.73761946133797,0.8622545498476288,0.3919086566602055,1.5204170286707233,1.73761946133797,2.60642919200695,4.344048653344918,4.995655951346655,6.516072980017375,0.5064726027397265,2.9616606937588714,2.8749999999999947,2.189465709755415,2.226934076277041,0.9831749098813625,2.138343072730088,2.1325262130607117,1.0027276849558757,0.4909075342465758,2.0679853532167796,2.1860085928852833,2.554806422051107,0.4896347031963474,0.4049631482858882,-0.01711301819191835,0.65160729800174,20,2.4765884955539854,0.8533898640470035,0.8370963098556322,True,
MT_004,1.0,0.9998858447488584,0,0,365,108.00693516352972,97.56097560975617,36.10700338561984,0.3343026383532819,68.08943089430892,82.3170731707317,125.50813008130075,185.9756097560975,223.06910569105673,265.2439024390245,0.5807586021907829,2.455804361427602,2.28645833333333,105.78564178841022,113.58152719147382,0.9313630869752135,98.72327096558637,103.67611231763003,0.9522277481154988,0.5574715547570928,88.81905000556856,100.99514608159781,155.9680922151687,0.5103201337425458,0.3808523607616521,-0.07369511846094134,36.07723577235774,20,1.5887078618754666,0.8885943466901872,0.9122971481005829,True,
MT_005,1.0,0.9998858447488584,0,0,365,49.765772914578456,47.56097560975607,16.602035385720832,0.3336034871641149,28.353658536585375,37.195121951219505,58.536585365853675,81.40243902439025,100.00000000000006,136.28048780487802,0.6113548133326492,2.7384380835157454,2.102564102564105,50.45303398436283,48.04101196060038,1.0502075606929473,45.13448045439358,50.22803207484129,0.8985914556067385,0.617033502642245,42.23103909121282,46.2694899209266,65.38777981957902,0.5435987549809312,0.3778909162115098,0.047807274078106476,14.024390243902445,19,1.7755395369555271,0.8590040031118953,0.8073016227735993,True,
MT_006,1.0,0.9998858447488584,0,0,365,192.50550391389433,184.52380952380975,64.76338397707566,0.33642354457586643,107.14285714285725,146.577380952381,223.21428571428575,325.1488095238095,400.297619047619,495.5357142857143,0.5920535406413592,2.5741379036485217,2.1693548387096744,194.02954049595579,188.68075826083637,1.0283483185271343,197.68040606653622,165.38140084801046,1.1953001066196636,0.5086329582144761,170.78542889758646,202.0493585562079,265.01804060665364,0.5733294672058348,0.42786743332750926,0.027566844829130077,59.523809523809234,20,1.564871709525324,0.912989447688036,0.9156300914758273,True,
MT_007,1.0,0.9998858447488584,0,0,365,7.414557795209738,3.95703787450537,8.282610445638944,1.117074095907651,2.26116449971735,3.10910118711136,6.2182023742227255,27.84058790276995,34.96466930469191,40.4183154324477,0.26632188304012216,5.451210517039927,8.836071428571428,7.439728450892949,7.351389130466293,1.0120166840387421,6.8379318088541625,7.710028884053369,0.8868879626374732,0.27693484458660705,6.777814775522636,6.813177736305886,8.680800235408908,0.24408594673527545,0.3842627345261175,0.011873997957015936,1.9785189372526881,22,2.0657259957063103,0.9215826343664898,0.7339185675812328,True,
MT_008,1.0,0.9998858447488584,0,0,365,260.2417823593623,257.5757575757575,56.82710803121457,0.2183627375897051,180.976430976431,214.6464646464645,297.138047138047,362.79461279461276,413.98989898989873,497.4747474747475,0.7173253768977318,1.9115867673692588,1.6072549019607838,262.68431440845234,254.1119663515497,1.0337345311989097,271.6867303168673,227.90288732069558,1.192116227709572,0.6281870768839591,243.45894254570058,274.38579093830236,328.8778192887782,0.7136885654048672,0.4349908891354555,0.032633650304575657,56.397306397306494,19,1.5560420647119768,0.8324186846229017,0.8634981673537534,True,
MT_009,1.0,0.9998858447488584,0,0,365,54.0353482134304,48.513986013986056,22.134797197784497,0.40963550582399927,26.660839160839178,38.46153846153845,65.12237762237763,100.08741258741253,119.93444055944056,149.4755244755245,0.5398815576957591,2.7662544874351824,2.47216216216216,57.07208859148514,46.41429784158151,1.2296230094071479,57.52394865408564,46.79656815786954,1.2292343417155502,0.46755697792666184,56.21727017274963,50.975708081872476,69.82948558291024,0.5354967996650121,0.4435672709007372,0.18674260944243282,29.720279720279628,9,1.9535964037076348,0.7239115055242077,0.6995597276935485,True,
MT_010,1.0,0.9998858447488584,0,0,365,60.81268105268327,57.7956989247312,26.14035969644333,0.42985047269659765,25.26881720430105,41.12903225806447,75.53763440860217,110.75268817204325,133.06451612903234,167.47311827956975,0.5490853726116051,2.7539176925037125,2.30232558139535,64.97377058185364,50.3699467535153,1.2899312937494647,65.1045809397555,51.22376270437472,1.2709839633509643,0.46250581859289697,52.985466686306275,69.62746108901655,78.50916924436589,0.553543800150728,0.4460732244545759,0.22476491201846616,29.569892473118315,19,2.4583961971322394,0.5630527991370224,0.6343090705188508,True,
